,1.1.1,1.1.2,1.1.3,1.1.5,1.1.98,1.1.99,1.10.3,1.11.1,1.11.2,1.12.1,1.12.2,1.12.7,1.12.98,1.12.99,1.13.11,1.13.12,1.14.11,1.14.12,1.14.13,1.14.14,1.14.15,1.14.16,1.14.18,1.14.19,1.14.21,1.14.99,1.15.1,1.16.1,1.16.3,1.17.1,1.17.2,1.17.4,1.17.7,1.17.99,1.18.1,1.18.6,1.2.1,1.2.2,1.2.3,1.2.4,1.2.5,1.2.7,1.2.99,1.20.4,1.21.98,1.21.99,1.3.1,1.3.3,1.3.5,1.3.7,1.3.8,1.3.98,1.3.99,1.4.1,1.4.3,1.4.7,1.4.99,1.5.1,1.6.1,1.6.3,1.6.5,1.6.99,1.7.1,1.7.2,1.7.99,1.8.1,1.8.2,1.8.4,1.8.5,1.8.7,1.8.98,1.8.99,1.9.3,1.97.1,2.1.1,2.1.2,2.1.3,2.10.1,2.2.1,2.3.1,2.3.2,2.3.3,2.4.1,2.4.2,2.4.99,2.5.1,2.6.1,2.6.99,2.7.1,2.7.10,2.7.11,2.7.13,2.7.14,2.7.2,2.7.3,2.7.4,2.7.6,2.7.7,2.7.8,2.7.9,2.8.1,2.8.3,2.8.4,2.9.1,3.1.1,3.1.11,3.1.13,3.1.2,3.1.21,3.1.22,3.1.26,3.1.3,3.1.31,3.1.4,3.1.5,3.1.6,3.2.1,3.2.2,3.3.1,3.3.2,3.4.11,3.4.13,3.4.14,3.4.15,3.4.16,3.4.17,3.4.19,3.4.21,3.4.22,3.4.23,3.4.24,3.4.25,3.5.1,3.5.2,3.5.3,3.5.4,3.5.5,3.5.99,3.6.1,3.6.3,3.6.4,3.6.5,3.7.1,3.8.1,3.9.1,4.1.1,4.1.2,4.1.3,4.1.99,4.2.1,4.2.2,4.2.3,4.2.99,4.3.1,4.3.2,4.3.3,4.3.99,4.4.1,4.6.1,4.7.1,4.99.1,5.1.1,5.1.3,5.2.1,5.3.1,5.3.2,5.3.3,5.3.99,5.4.1,5.4.2,5.4.3,5.4.4,5.4.99,5.5.1,5.99.1,6.1.1,6.2.1,6.3.1,6.3.2,6.3.3,6.3.4,6.3.5,6.4.1,6.5.1,6.6.1,City
CAMDA23_MetaSUB_gCSD16_AKL_6,22668.0,1178.0,0.0,2957.0,40.0,144.0,3838.0,9906.0,11.0,0.0,0.0,0.0,0.0,0.0,3356.0,0.0,474.0,83.0,1978.0,0.0,0.0,266.0,0.0,0.0,0.0,56.0,1617.0,1.0,579.0,2377.0,650.0,1104.0,924.0,26.0,1195.0,0.0,16991.0,0.0,8.0,3556.0,865.0,0.0,0.0,0.0,0.0,0.0,6242.0,1215.0,2336.0,0.0,89.0,2.0,1005.0,5166.0,1587.0,2489.0,2456.0,1073.0,2719.0,0.0,1211.0,500.0,600.0,2.0,84.0,3306.0,28.0,1261.0,5.0,0.0,0.0,0.0,256.0,3.0,16921.0,4775.0,1879.0,443.0,7302.0,18957.0,923.0,5231.0,3160.0,7420.0,646.0,17026.0,14814.0,849.0,6654.0,847.0,265.0,6403.0,0.0,5598.0,366.0,4456.0,3184.0,30039.0,2796.0,2900.0,6468.0,45.0,2737.0,999.0,5838.0,3276.0,1443.0,1209.0,9.0,210.0,3213.0,3549.0,0.0,2626.0,83.0,147.0,2923.0,2194.0,2151.0,9.0,4177.0,23.0,40.0,541.0,4.0,177.0,400.0,6279.0,0.0,70.0,43.0,1003.0,8704.0,820.0,1706.0,3966.0,588.0,2.0,3074.0,21946.0,15060.0,2709.0,58.0,80.0,0.0,10549.0,448.0,5197.0,4430.0,33074.0,1627.0,3140.0,979.0,1907.0,3202.0,416.0,0.0,862.0,658.0,633.0,0.0,4474.0,3847.0,1460.0,5617.0,110.0,561.0,0.0,0.0,4607.0,903.0,248.0,3588.0,135.0,12689.0,16983.0,6192.0,353.0,8075.0,286.0,4851.0,10083.0,6697.0,4422.0,514.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_7,26624.0,4.0,0.0,1528.0,0.0,1.0,4407.0,7538.0,0.0,0.0,0.0,0.0,0.0,0.0,4487.0,96.0,730.0,437.0,670.0,9.0,0.0,708.0,0.0,135.0,0.0,651.0,724.0,149.0,867.0,1672.0,95.0,3560.0,685.0,12.0,787.0,11.0,10633.0,0.0,44.0,2045.0,1359.0,2.0,2.0,0.0,6.0,0.0,7857.0,1408.0,2741.0,0.0,171.0,20.0,994.0,2288.0,1281.0,2155.0,2490.0,1650.0,1760.0,1.0,2021.0,579.0,994.0,6.0,1987.0,7750.0,4.0,1431.0,5.0,4.0,0.0,1.0,84.0,2.0,26643.0,4903.0,2497.0,595.0,9856.0,21247.0,80.0,2319.0,7703.0,9972.0,306.0,17132.0,14543.0,468.0,15316.0,23.0,1130.0,8729.0,6.0,3786.0,1131.0,5992.0,4050.0,34618.0,3755.0,3338.0,4658.0,1.0,3802.0,648.0,3581.0,4904.0,3394.0,1925.0,855.0,577.0,4486.0,9457.0,0.0,3308.0,661.0,8.0,6279.0,2686.0,1444.0,125.0,4992.0,2024.0,116.0,1671.0,714.0,565.0,1013.0,9128.0,0.0,280.0,20.0,998.0,6781.0,1010.0,1561.0,2844.0,0.0,975.0,6692.0,17879.0,18615.0,2865.0,552.0,12.0,0.0,7070.0,4169.0,5723.0,4100.0,25081.0,3.0,3479.0,1463.0,2029.0,2763.0,595.0,2.0,1966.0,548.0,430.0,1.0,3869.0,4021.0,2661.0,7488.0,968.0,1.0,1.0,0.0,3714.0,1195.0,469.0,7293.0,45.0,15905.0,18817.0,6449.0,1174.0,9964.0,675.0,4660.0,11771.0,4730.0,2774.0,4.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_8,31363.0,1.0,0.0,1786.0,1.0,4.0,5211.0,8778.0,0.0,0.0,0.0,0.0,0.0,0.0,5329.0,117.0,798.0,455.0,825.0,5.0,0.0,936.0,0.0,193.0,0.0,726.0,821.0,152.0,1013.0,2062.0,129.0,4152.0,855.0,11.0,991.0,5.0,12806.0,0.0,39.0,2616.0,1531.0,1.0,0.0,0.0,4.0,0.0,9238.0,1814.0,3309.0,2.0,186.0,7.0,1148.0,2619.0,1471.0,2433.0,2865.0,1936.0,2221.0,0.0,2308.0,693.0,1360.0,1.0,2584.0,9167.0,1.0,1872.0,2.0,3.0,0.0,0.0,119.0,0.0,31048.0,5636.0,2891.0,639.0,11630.0,25153.0,77.0,2585.0,9364.0,12008.0,344.0,20591.0,17118.0,631.0,18450.0,22.0,1179.0,10262.0,9.0,4431.0,1367.0,6889.0,4968.0,41616.0,4479.0,3996.0,5465.0,3.0,4462.0,737.0,4334.0,5856.0,3959.0,2277.0,944.0,685.0,5260.0,10837.0,0.0,4019.0,705.0,4.0,6877.0,3163.0,1613.0,111.0,5723.0,2538.0,146.0,2056.0,886.0,586.0,1134.0,10562.0,0.0,319.0,38.0,1141.0,8283.0,1131.0,1701.0,3272.0,2.0,1223.0,7897.0,21390.0,21743.0,3353.0,686.0,15.0,1.0,8444.0,4835.0,7086.0,5050.0,29237.0,3.0,4167.0,1698.0,2320.0,3284.0,707.0,5.0,2167.0,762.0,445.0,0.0,4371.0,4783.0,2895.0,8777.0,1117.0,3.0,4.0,0.0,4775.0,1514.0,621.0,8688.0,52.0,19048.0,22314.0,7986.0,1418.0,11891.0,757.0,5601.0,13976.0,5507.0,3359.0,0.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_9,43103.0,9.0,10.0,1621.0,0.0,3.0,6538.0,9907.0,0.0,0.0,0.0,0.0,0.0,0.0,3942.0,103.0,1840.0,349.0,1171.0,6.0,1.0,705.0,0.0,159.0,0.0,1356.0,1088.0,331.0,1236.0,3260.0,507.0,8201.0,1593.0,14.0,1051.0,7.0,16195.0,1.0,75.0,2941.0,2173.0,3.0,2.0,0.0,6.0,0.0,11275.0,2053.0,4474.0,0.0,48.0,3.0,2153.0,3199.0,1862.0,2029.0,1679.0,3016.0,1812.0,0.0,2965.0,459.0,1460.0,14.0,3311.0,14911.0,2.0,1644.0,5.0,2.0,0.0,0.0,141.0,2.0,48048.0,7948.0,3931.0,1499.0,15393.0,39810.0,62.0,3411.0,13214.0,17533.0,638.0,28491.0,27487.0,996.0,27514.0,19.0,1802.0,16257.0,0.0,7362.0,2392.0,10693.0,6638.0,56513.0,5655.0,4688.0,9451.0,3.0,5346.0,4.0,6255.0,10771.0,7358.0,2798.0,2516.0,854.0,6775.0,20695.0,0.0,5128.0,1364.0,14.0,10739.0,5090.0,1376.0,287.0,8857.0,3897.0,53.0,3110.0,1701.0,1200.0,1801.0,14779.0,0.0,637.0,38.0,1331.0,13341.0,1780.0,2857.0,5520.0,0.0,1651.0,11297.0,27295.0,31022.0,3885.0,1438.0,42.0,0.0,15075.0,6285.0,7779.0,6333.0,35473.0,53.0,6180.0,2358.0,4709.0,4891.0,1138.0,2.0,3985.0,1062.0,519.0,6.0,5651.0,8061.0,6338.0,12522.0,518.0,4.0,0.0,0.0,7026.0,1436.0,650.0,13162.0,2.0,25249.0,29261.0,9647.0,2274.0,17847.0,1590.0,8904.0,17148.0,6538.0,4217.0,3.0,AKL
CAMDA23_MetaSUB_gCSD16_BER_1,3234.0,35.0,21.0,43.0,109.0,7.0,305.0,1045.0,4.0,0.0,2.0,1.0,2.0,14.0,252.0,10.0,11.0,27.0,285.0,20.0,19.0,26.0,0.0,62.0,4.0,61.0,84.0,6.0,78.0,315.0,29.0,480.0,169.0,23.0,94.0,11.0,1598.0,5.0,7.0,796.0,70.0,40.0,25.0,14.0,2.0,0.0,518.0,72.0,226.0,85.0,31.0,12.0,52.0,932.0,112.0,475.0,82.0,101.0,377.0,0.0,211.0,73.0,44.0,56.0,654.0,975.0,7.0,188.0,21.0,118.0,0.0,0.0,63.0,231.0,1602.0,618.0,302.0,11.0,1262.0,2666.0,119.0,414.0,986.0,1018.0,245.0,2378.0,1369.0,52.0,1344.0,7.0,419.0,887.0,35.0,805.0,106.0,518.0,440.0,5107.0,391.0,303.0,717.0,34.0,285.0,39.0,229.0,93.0,78.0,102.0,36.0,9.0,320.0,684.0,2.0,86.0,9.0,3.0,885.0,309.0,393.0,4.0,495.0,23.0,10.0,55.0,5.0,49.0,65.0,1036.0,0.0,3.0,10.0,172.0,804.0,215.0,55.0,505.0,3.0,15.0,569.0,3900.0,1747.0,461.0,42.0,11.0,0.0,1246.0,258.0,706.0,548.0,3964.0,31.0,605.0,229.0,141.0,368.0,229.0,8.0,95.0,109.0,18.0,62.0,311.0,432.0,180.0,895.0,26.0,86.0,0.0,12.0,794.0,163.0,29.0,741.0,13.0,2165.0,2776.0,1227.0,224.0,862.0,17.0,860.0,1636.0,1005.0,753.0,70.0,BER
CAMDA23_MetaSUB_gCSD16_BER_10,40424.0,1305.0,167.0,2450.0,865.0,159.0,11368.0,13976.0,114.0,0.0,9.0,15.0,1.0,193.0,3557.0,274.0,164.0,545.0,2824.0,240.0,194.0,400.0,1.0,418.0,29.0,743.0,1566.0,24.0,695.0,3349.0,708.0,5955.0,1995.0,193.0,2031.0,140.0,19641.0,53.0,83.0,7099.0,779.0,278.0,217.0,82.0,55.0,0.0,8514.0,1169.0,3372.0,1025.0,436.0,97.0,821.0,12410.0,2040.0,4780.0,1828.0,1577.0,4415.0,29.0,3005.0,1014.0,673.0,2228.0,5401.0,9535.0,517.0,2143.0,438.0,852.0,0.0,11.0,614.0,17010.0,25326.0,7762.0,3775.0,141.0,13583.0,32091.0,1533.0,8730.0,10251.0,12925.0,2691.0,28820.0,17664.0,813.0,15291.0,590.0,3724.0,9287.0,194.0,12051.0,1173.0,7540.0,6222.0,67236.0,4402.0,3605.0,8591.0,350.0,4744.0,730.0,3737.0,2729.0,1642.0,1527.0,548.0,249.0,4623.0,7821.0,3.0,1752.0,458.0,165.0,9557.0,3922.0,4346.0,141.0,5827.0,318.0,128.0,384.0,124.0,436.0,686.0,13052.0,20.0,134.0,118.0,1898.0,10681.0,2549.0,590.0,6906.0,122.0,401.0,6418.0,50871.0,24439.0,6364.0,385.0,90.0,9.0,21084.0,3588.0,7661.0,6584.0,48621.0,374.0,6605.0,2158.0,2512.0,4897.0,2316.0,88.0,1133.0,1122.0,234.0,438.0,3943.0,6487.0,2486.0,11327.0,266.0,711.0,14.0,40.0,10892.0,2028.0,539.0,10027.0,159.0,28141.0,33126.0,14245.0,2474.0,11023.0,241.0,9231.0,21151.0,13515.0,8424.0,679.0,BER
CAMDA23_MetaSUB_gCSD16_BER_11,16823.0,438.0,134.0,692.0,312.0,105.0,20937.0,5908.0,15.0,0.0,12.0,15.0,6.0,61.0,1495.0,143.0,62.0,241.0,1682.0,108.0,104.0,191.0,0.0,295.0,11.0,421.0,580.0,10.0,256.0,1321.0,324.0,1347.0,822.0,64.0,690.0,50.0,8056.0,10.0,27.0,2932.0,256.0,170.0,151.0,22.0,29.0,0.0,2808.0,525.0,1517.0,2448.0,249.0,21.0,353.0,4230.0,667.0,2392.0,550.0,548.0,1937.0,12.0,1210.0,363.0,210.0,490.0,1705.0,3868.0,124.0,1020.0,133.0,383.0,0.0,5.0,348.0,39905.0,10004.0,3241.0,1318.0,75.0,5450.0,12551.0,459.0,3224.0,3682.0,4945.0,1062.0,11618.0,7007.0,266.0,6224.0,147.0,1465.0,4070.0,80.0,4153.0,442.0,2871.0,2361.0,38450.0,1809.0,1499.0,3697.0,184.0,1746.0,312.0,1488.0,658.0,496.0,679.0,202.0,77.0,1612.0,2953.0,4.0,648.0,83.0,85.0,3881.0,1556.0,2616.0,8.0,2493.0,133.0,45.0,212.0,42.0,194.0,367.0,6696.0,2.0,33.0,70.0,875.0,3948.0,868.0,310.0,2549.0,55.0,202.0,2876.0,42506.0,9753.0,2740.0,178.0,74.0,4.0,18656.0,1240.0,2895.0,2769.0,20522.0,210.0,2419.0,852.0,865.0,1857.0,892.0,31.0,512.0,525.0,107.0,180.0,1425.0,2523.0,911.0,4536.0,151.0,296.0,1.0,24.0,3772.0,945.0,203.0,3862.0,66.0,10180.0,13440.0,7075.0,851.0,4142.0,91.0,3635.0,8332.0,6823.0,3138.0,351.0,BER
CAMDA23_MetaSUB_gCSD16_BER_12,42406.0,500.0,256.0,807.0,1368.0,229.0,16956.0,14361.0,41.0,1.0,16.0,12.0,11.0,165.0,3232.0,286.0,234.0,303.0,4233.0,312.0,296.0,356.0,7.0,830.0,29.0,715.0,1285.0,16.0,826.0,3488.0,712.0,5086.0,1955.0,161.0,1181.0,75.0,20157.0,66.0,117.0,9971.0,983.0,467.0,317.0,76.0,75.0,1.0,7020.0,778.0,2999.0,1907.0,621.0,186.0,940.0,12383.0,1482.0,5796.0,925.0,1350.0,5167.0,4.0,3089.0,916.0,613.0,601.0,5489.0,11612.0,124.0,2625.0,551.0,1599.0,0.0,30.0,914.0,28638.0,23589.0,8050.0,4134.0,196.0,15399.0,32021.0,861.0,6590.0,12550.0,14136.0,3649.0,30005.0,18303.0,552.0,17481.0,138.0,5110.0,10553.0,244.0,10993.0,1156.0,7455.0,6125.0,76321.0,4560.0,3218.0,8628.0,433.0,3932.0,496.0,3153.0,1365.0,1175.0,1298.0,432.0,158.0,4063.0,8108.0,19.0,1451.0,122.0,156.0,12855.0,3995.0,5651.0,33.0,6204.0,368.0,141.0,568.0,103.0,545.0,866.0,13974.0,22.0,93.0,176.0,2473.0,9412.0,2928.0,620.0,6649.0,121.0,489.0,7647.0,65413.0,25405.0,6610.0,513.0,163.0,11.0,24148.0,4258.0,8398.0,6542.0,52440.0,787.0,6701.0,2390.0,2595.0,4617.0,2740.0,97.0,998.0,1394.0,204.0,563.0,3987.0,6325.0,2099.0,12586.0,275.0,1155.0,0.0,82.0,10562.0,2609.0,377.0,11688.0,150.0,28234.0,33107.0,17078.0,2756.0,10992.0,169.0,10689.0,22845.0,15214.0,9231.0,1026.0,BER
CAMDA23_MetaSUB_gCSD16_BER_13,32576.0,830.0,174.0,1134.0,765.0,158.0,23312.0,11657.0,47.0,0.0,24.0,19.0,13.0,115.0,3046.0,314.0,150.0,438.0,3642.0,271.0,263.0,239.0,1.0,569.0,36.0,761.0,1116.0,10.0,612.0,2581.0,659.0,2577.0,1507.0,130.0,1246.0,101.0,15493.0,44.0,50.0,6080.0,534.0,279.0,386.0,42.0,98.0,0.0,5299.0,748.0,2516.0,2578.0,489.0,77.0,732.0,8752.0,1331.0,4588.0,986.0,985.0,3845.0,10.0,2302.0,710.0,455.0,764.0,3349.0,7479.0,261.0,2086.0,197.0,868.0,0.0,13.0,796.0,41427.0,18865.0,6455.0,2935.0,130.0,11428.0,24551.0,625.0,6166.0,8011.0,9621.0,2202.0,22235.0,14011.0,578.0,11900.0,242.0,3557.0,8126.0,117.0,8114.0,755.0,5554.0,4419.0,62109.0,3473.0,2677.0,7131.0,378.0,3255.0,448.0,2836.0,1271.0,907.0,969.0,334.0,140.0,2890.0,5653.0,2.0,1445.0,173.0,157.0,8804.0,2686.0,4485.0,22.0,4711.0,228.0,73.0,475.0,67.0,409.0,589.0,11834.0,8.0,64.0,94.0,1785.0,7470.0,1575.0,553.0,5187.0,91.0,315.0,5891.0,61147.0,18379.0,5288.0,369.0,137.0,15.0,25488.0,2415.0,6295.0,5230.0,40573.0,494.0,4748.0,1647.0,1598.0,3715.0,1779.0,51.0,985.0,933.0,188.0,407.0,2687.0,4634.0,1532.0,8613.0,275.0,567.0,3.0,90.0,7162.0,1910.0,320.0,7872.0,149.0,20082.0,25875.0,13787.0,1721.0,8350.0,109.0,7087.0,16530.0,12377.0,6742.0,629.0,BER
CAMDA23_MetaSUB_gCSD16_BER_14,26194.0,326.0,80.0,689.0,971.0,51.0,3862.0,7557.0,18.0,2.0,20.0,21.0,6.0,226.0,1195.0,125.0,86.0,225.0,1546.0,107.0,91.0,105.0,0.0,282.0,9.0,574.0,924.0,19.0,338.0,2846.0,149.0,5937.0,1434.0,267.0,638.0,84.0,13648.0,12.0,181.0,6800.0,1159.0,390.0,97.0,166.0,23.0,0.0,5124.0,443.0,1690.0,402.0,483.0,285.0,394.0,10128.0,602.0,3713.0,594.0,1002.0,3272.0,7.0,2093.0,623.0,628.0,380.0,4375.0,10197.0,65.0,1704.0,906.0,634.0,2.0,26.0,401.0,4073.0,14928.0,5346.0,4352.0,89.0,9841.0,23123.0,1886.0,3893.0,10830.0,11388.0,2874.0,22734.0,12145.0,258.0,16215.0,99.0,3782.0,7869.0,416.0,8965.0,1693.0,6030.0,4902.0,51514.0,3099.0,1334.0,5431.0,191.0,2865.0,295.0,1882.0,1110.0,815.0,708.0,431.0,149.0,3001.0,5861.0,42.0,637.0,82.0,74.0,8169.0,3106.0,2073.0,35.0,4237.0,238.0,86.0,280.0,67.0,234.0,551.0,7952.0,68.0,57.0,56.0,911.0,6608.0,1911.0,415.0,3495.0,36.0,534.0,3999.0,34237.0,18002.0,5070.0,415.0,39.0,11.0,11272.0,3637.0,5463.0,4350.0,32567.0,170.0,5018.0,1610.0,3086.0,3562.0,2432.0,214.0,654.0,961.0,125.0,508.0,3429.0,4634.0,1910.0,9327.0,93.0,939.0,10.0,18.0,9520.0,2791.0,185.0,7946.0,57.0,22575.0,27677.0,8249.0,2391.0,8333.0,142.0,8082.0,17129.0,9848.0,6336.0,1245.0,BER
CAMDA23_MetaSUB_gCSD16_BER_15,183918.0,20089.0,91.0,30902.0,310.0,110.0,24523.0,74594.0,377.0,0.0,4.0,233.0,4.0,92.0,17243.0,2010.0,634.0,13867.0,13147.0,122.0,697.0,2340.0,0.0,1081.0,22.0,11591.0,9992.0,333.0,4366.0,18122.0,3622.0,10432.0,10672.0,619.0,23837.0,688.0,102710.0,57.0,569.0,22024.0,1431.0,1067.0,157.0,77.0,70.0,0.0,49895.0,9700.0,19753.0,196.0,1834.0,63.0,5587.0,63180.0,13494.0,17899.0,18193.0,10288.0,17915.0,279.0,14518.0,4701.0,4343.0,21676.0,29943.0,26538.0,7737.0,7116.0,1376.0,276.0,0.0,12.0,1484.0,2603.0,153665.0,33250.0,21400.0,739.0,57509.0,154183.0,12251.0,64169.0,27015.0,62376.0,10305.0,133898.0,90717.0,5838.0,59145.0,7169.0,3949.0,45480.0,382.0,63825.0,6041.0,36847.0,26740.0,248697.0,16862.0,27735.0,46201.0,608.0,32336.0,6166.0,32055.0,21944.0,13162.0,10019.0,3157.0,2884.0,25291.0,34872.0,12.0,14046.0,4187.0,1164.0,22021.0,17485.0,13073.0,254.0,37111.0,1599.0,81.0,1810.0,660.0,954.0,1249.0,53250.0,13.0,1626.0,142.0,5760.0,73973.0,5370.0,3823.0,42342.0,218.0,1144.0,23990.0,127345.0,112938.0,24457.0,1401.0,67.0,28.0,89328.0,7156.0,35766.0,33198.0,180757.0,234.0,24926.0,8998.0,14903.0,22429.0,5196.0,210.0,9094.0,5864.0,471.0,350.0,20203.0,31152.0,16404.0,42896.0,770.0,3920.0,39.0,9.0,45432.0,9544.0,2674.0,32579.0,1498.0,129246.0,151375.0,56880.0,6116.0,62468.0,2116.0,38060.0,85795.0,54126.0,31910.0,211.0,BER
CAMDA23_MetaSUB_gCSD16_BER_2,3887.0,32.0,28.0,78.0,133.0,15.0,1840.0,1209.0,9.0,0.0,2.0,2.0,0.0,13.0,331.0,27.0,14.0,33.0,318.0,24.0,23.0,26.0,2.0,67.0,0.0,104.0,120.0,1.0,63.0,329.0,61.0,473.0,187.0,20.0,97.0,6.0,1864.0,5.0,18.0,877.0,95.0,40.0,30.0,5.0,4.0,0.0,628.0,91.0,259.0,277.0,64.0,21.0,86.0,1062.0,156.0,590.0,79.0,142.0,443.0,4.0,307.0,96.0,69.0,50.0,495.0,1099.0,7.0,237.0,40.0,110.0,0.0,0.0,87.0,3021.0,2284.0,777.0,340.0,21.0,1352.0,3067.0,113.0,607.0,1193.0,1306.0,269.0,2793.0,1656.0,74.0,1634.0,16.0,458.0,969.0,28.0,1082.0,105.0,750.0,602.0,7096.0,422.0,328.0,813.0,48.0,411.0,55.0,300.0,132.0,103.0,127.0,45.0,13.0,393.0,730.0,0.0,163.0,10.0,19.0,1140.0,342.0,461.0,5.0,537.0,22.0,15.0,46.0,11.0,48.0,86.0,1324.0,0.0,9.0,20.0,195.0,907.0,256.0,63.0,554.0,9.0,61.0,625.0,6240.0,2301.0,633.0,51.0,18.0,1.0,2320.0,391.0,832.0,557.0,4735.0,44.0,632.0,197.0,273.0,475.0,291.0,14.0,121.0,112.0,11.0,62.0,366.0,579.0,215.0,1204.0,25.0,125.0,0.0,11.0,1067.0,222.0,31.0,1077.0,17.0,2647.0,3254.0,1461.0,239.0,1072.0,21.0,948.0,2160.0,1289.0,897.0,129.0,BER
CAMDA23_MetaSUB_gCSD16_BER_3,2728.0,29.0,17.0,60.0,79.0,18.0,220.0,899.0,5.0,0.0,2.0,0.0,0.0,8.0,230.0,21.0,6.0,16.0,298.0,19.0,15.0,8.0,0.0,40.0,4.0,44.0,72.0,1.0,36.0,262.0,49.0,317.0,97.0,5.0,85.0,3.0,1315.0,6.0,3.0,578.0,55.0,32.0,64.0,7.0,6.0,0.0,404.0,71.0,229.0,43.0,42.0,8.0,60.0,704.0,82.0,410.0,46.0,78.0,352.0,0.0,151.0,74.0,19.0,26.0,302.0,734.0,8.0,189.0,38.0,85.0,0.0,3.0,60.0,123.0,1465.0,543.0,258.0,11.0,940.0,2166.0,93.0,451.0,815.0,885.0,213.0,2066.0,1153.0,41.0,1133.0,9.0,441.0,743.0,17.0,731.0,85.0,535.0,437.0,4470.0,291.0,200.0,625.0,37.0,247.0,39.0,176.0,76.0,79.0,64.0,16.0,9.0,273.0,504.0,1.0,83.0,9.0,12.0,650.0,219.0,353.0,3.0,390.0,18.0,5.0,37.0,5.0,31.0,56.0,971.0,6.0,3.0,10.0,125.0,577.0,175.0,56.0,391.0,19.0,29.0,420.0,3342.0,1695.0,494.0,29.0,12.0,0.0,980.0,271.0,559.0,444.0,3543.0,21.0,477.0,180.0,153.0,313.0,189.0,5.0,101.0,96.0,19.0,35.0,222.0,390.0,144.0,789.0,12.0,64.0,0.0,6.0,658.0,192.0,28.0,675.0,14.0,1786.0,2410.0,1136.0,166.0,637.0,5.0,713.0,1595.0,1042.0,607.0,59.0,BER
CAMDA23_MetaSUB_gCSD16_BER_4,1775.0,14.0,10.0,23.0,78.0,2.0,142.0,389.0,1.0,0.0,0.0,2.0,0.0,25.0,54.0,4.0,14.0,3.0,104.0,19.0,5.0,6.0,0.0,17.0,2.0,44.0,57.0,1.0,17.0,227.0,20.0,394.0,126.0,15.0,32.0,2.0,940.0,2.0,16.0,510.0,105.0,26.0,0.0,12.0,2.0,0.0,350.0,20.0,136.0,7.0,28.0,28.0,27.0,767.0,28.0,244.0,29.0,88.0,269.0,0.0,128.0,58.0,38.0,25.0,314.0,689.0,0.0,121.0,68.0,46.0,0.0,0.0,20.0,50.0,976.0,382.0,312.0,2.0,705.0,1693.0,130.0,228.0,782.0,725.0,188.0,1632.0,856.0,20.0,1107.0,3.0,290.0,470.0,32.0,556.0,91.0,391.0,325.0,3255.0,227.0,71.0,317.0,20.0,205.0,20.0,109.0,67.0,59.0,51.0,51.0,8.0,201.0,420.0,10.0,28.0,1.0,4.0,476.0,209.0,127.0,0.0,298.0,14.0,5.0,17.0,4.0,15.0,29.0,549.0,2.0,9.0,6.0,55.0,442.0,156.0,30.0,225.0,2.0,31.0,219.0,2184.0,1185.0,338.0,39.0,3.0,0.0,674.0,265.0,428.0,280.0,2217.0,3.0,316.0,120.0,204.0,243.0,189.0,19.0,34.0,61.0,20.0,32.0,198.0,291.0,113.0,699.0,9.0,89.0,0.0,0.0,716.0,196.0,9.0,558.0,1.0,1531.0,1748.0,599.0,186.0,522.0,6.0,571.0,1255.0,631.0,420.0,106.0,BER
CAMDA23_MetaSUB_gCSD16_BER_5,5559.0,35.0,14.0,81.0,68.0,9.0,897.0,1875.0,1.0,0.0,0.0,2.0,0.0,25.0,838.0,130.0,89.0,467.0,864.0,7.0,61.0,18.0,0.0,149.0,5.0,381.0,255.0,13.0,121.0,672.0,59.0,588.0,391.0,14.0,997.0,8.0,3664.0,2.0,19.0,933.0,74.0,19.0,10.0,8.0,0.0,0.0,1565.0,230.0,508.0,18.0,137.0,14.0,50.0,961.0,731.0,695.0,533.0,236.0,565.0,0.0,386.0,182.0,94.0,23.0,234.0,1422.0,5.0,223.0,50.0,55.0,0.0,4.0,39.0,164.0,3975.0,980.0,370.0,18.0,1687.0,4250.0,75.0,1083.0,794.0,2032.0,152.0,4087.0,2947.0,169.0,1782.0,9.0,261.0,753.0,5.0,1498.0,139.0,967.0,770.0,7875.0,539.0,770.0,1383.0,43.0,768.0,31.0,621.0,171.0,242.0,357.0,40.0,63.0,724.0,964.0,1.0,105.0,8.0,135.0,850.0,464.0,499.0,55.0,888.0,82.0,8.0,57.0,13.0,52.0,27.0,1425.0,2.0,28.0,8.0,81.0,1762.0,260.0,304.0,809.0,21.0,56.0,615.0,4672.0,2561.0,898.0,36.0,6.0,0.0,2303.0,280.0,864.0,1276.0,5762.0,15.0,989.0,277.0,502.0,723.0,226.0,8.0,160.0,135.0,15.0,40.0,557.0,794.0,489.0,1163.0,40.0,132.0,0.0,10.0,1350.0,219.0,141.0,1033.0,355.0,4475.0,5035.0,2156.0,243.0,1862.0,18.0,1364.0,3007.0,1375.0,808.0,40.0,BER
