"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2213226","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Entomomonas",NA
"700220","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Blochmannia",NA
"1410383","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Tachikawaea",NA
"1070130","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Gullanella",NA
"1778263","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Hoaglandella",NA
"1778264","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Mikella",NA
"2864218","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Profftia",NA
"1048758","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Moranella",NA
"401619","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Riesia",NA
"82987","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Tatumella",NA
"2161747","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Saccharospirillum",NA
"418701","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Litorivicinaceae","Litorivicinus",NA
"2831148","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Paraneptunicella",NA
"1234606","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Gayadomonas",NA
"1763536","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea",NA
"86304","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Saccharophagus",NA
"2426","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Teredinibacter",NA
"393662","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae","Congregibacter",NA
"2047966","Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Dongshaea",NA
"1053","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Halorhodospira",NA
"2740807","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Aquisalimonas",NA
"2942908","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Candidatus Nitrosacidococcus",NA
"1273155","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","","Thiohalobacter",NA
"1548547","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Woeseiaceae","Woeseia",NA
"2267253","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Thiomicrorhabdus",NA
"2675054","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Thiosulfatimonas",NA
"34067","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Cycloclasticus",NA
"95641","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylotuvimicrobium",NA
"1704499","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylovulum",NA
"1906744","Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Rodentibacter",NA
"731","Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Histophilus",NA
"221402","Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mergibacter",NA
"412965","Bacteria","Pseudomonadota","Gammaproteobacteria","","","Candidatus Vesicomyosocius",NA
"393765","Bacteria","Pseudomonadota","Gammaproteobacteria","","","Candidatus Endoriftia",NA
"1543721","Bacteria","Pseudomonadota","Gammaproteobacteria","","","Sedimenticola",NA
"186490","Bacteria","Pseudomonadota","Gammaproteobacteria","","","Candidatus Baumannia",NA
"1076626","Bacteria","Pseudomonadota","Gammaproteobacteria","","","Candidatus Steffania",NA
"1427364","Bacteria","Pseudomonadota","Gammaproteobacteria","","","Candidatus Pseudothioglobus",NA
"1267021","Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Frischella",NA
"2806210","Bacteria","Pseudomonadota","Gammaproteobacteria","Nevskiales","Sinobacteraceae","Flagellatimonas",NA
"1281578","Bacteria","Pseudomonadota","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Acidiferrobacter",NA
"1177211","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Candidatus Vallotia",NA
"40545","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella",NA
"153493","Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Conchiformibius",NA
"2067065","Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Aquella",NA
"2588536","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Methylophilaceae","Candidatus Methylopumilus",NA
"1682490","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Ferrigenium",NA
"1188319","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Ferriphaselus",NA
"1735038","Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Oryzomicrobium",NA
"1160784","Bacteria","Pseudomonadota","Betaproteobacteria","","","Candidatus Nasuia",NA
"416213","Bacteria","Pseudomonadota","Betaproteobacteria","Ferrovales","Ferrovaceae","Ferrovum",NA
"1921086","Bacteria","Pseudomonadota","Zetaproteobacteria","Mariprofundales","Mariprofundaceae","Mariprofundus",NA
"2895559","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Subtercola",NA
"1331730","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Chryseoglobus",NA
"2499157","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Aquiluna",NA
"2866588","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Pseudoclavibacter",NA
"472569","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermabacteraceae","Devriesea",NA
"1069221","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacillus",NA
"2665642","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Allosaccharopolyspora",NA
"1749","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium",NA
"178339","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Pauljensenia",NA
"28264","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Arcanobacterium",NA
"33007","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Winkia",NA
"2692125","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Nanchangia",NA
"2495645","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinobaculum",NA
"2702","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Gardnerella",NA
"78259","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Scardovia",NA
"2779519","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Thermophilibacter",NA
"33871","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Coriobacterium",NA
"84112","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella",NA
"1944646","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Phoenicibacter",NA
"489910","Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Nosocomiicoccus",NA
"296745","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Caldalkalibacillus",NA
"2866627","Bacteria","Bacillota","Bacilli","Bacillales","Bacillales Family X. Incertae Sedis","Hydrogenibacillus",NA
"2055160","Bacteria","Bacillota","Bacilli","Bacillales","Alicyclobacillaceae","Kyrpidia",NA
"2490858","Bacteria","Bacillota","Bacilli","Bacillales","Thermoactinomycetaceae","Staphylospora",NA
"714067","Bacteria","Bacillota","Bacilli","Bacillales","Thermoactinomycetaceae","Kroppenstedtia",NA
"28038","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus",NA
"1255","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",NA
"468911","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Liquorilactobacillus",NA
"1597","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus",NA
"1720083","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Acetilactobacillus",NA
"2506420","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Periweissella",NA
"1247","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Oenococcus",NA
"240427","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Secundilactobacillus",NA
"2925830","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Nicolia",NA
"1859475","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Floricoccus",NA
"1911586","Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Marinilactibacillus",NA
"2763667","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Wansuia",NA
"208479","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster",NA
"168384","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Marvinbryantia",NA
"2093857","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter",NA
"236753","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Fastidiosipila",NA
"1796620","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Acutalibacter",NA
"884684","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Mageeibacillus",NA
"288965","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Acetivibrio",NA
"214851","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Subdoligranulum",NA
"1712410","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Thermanaerosceptrum",NA
"1561005","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Acididesulfobacillus",NA
"49338","Bacteria","Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfitobacterium",NA
"51197","Bacteria","Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Syntrophobotulus",NA
"2507160","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Aminipila",NA
"1776384","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Emergencia",NA
"1297617","Bacteria","Bacillota","Clostridia","Eubacteriales","","Intestinimonas",NA
"178899","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiales Family XVI. Incertae Sedis","Carboxydocella",NA
"671077","Bacteria","Bacillota","Clostridia","Eubacteriales","Symbiobacteriaceae","Caldinitratiruptor",NA
"85874","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermacetogenium",NA
"252966","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family IV. Incertae Sedis","Mahella",NA
"31909","Bacteria","Bacillota","Clostridia","Halanaerobiales","Halanaerobiaceae","Halothermothrix",NA
"2742683","Bacteria","Bacillota","Clostridia","Natranaerobiales","Natranaerofabaceae","Natranaerofaba",NA
"187327","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus",NA
"33034","Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus",NA
"54005","Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus",NA
"2507161","Bacteria","Bacillota","Tissierellia","Tissierellales","Acidilutibacteraceae","Acidilutibacter",NA
"1555112","Bacteria","Bacillota","Limnochordia","Limnochordales","Limnochordaceae","Limnochorda",NA
"1164","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae","Trichormus",NA
"70799","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Nodularia",NA
"748770","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA
"77021","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Cylindrospermopsis",NA
"2974039","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Oscillatoriaceae","Phormidium",NA
"577489","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Aphanothecaceae","Euhalothece",NA
"65093","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Aphanothecaceae","Halothece",NA
"1126","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis",NA
"1353136","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus",NA
"1752064","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Leptolyngbyaceae","Leptolyngbya",NA
"82654","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena",NA
"146786","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Thermosynechococcaceae","Thermosynechococcus",NA
"118163","Bacteria","Cyanobacteriota","Cyanophyceae","Pleurocapsales","Hyellaceae","Pleurocapsa",NA
"33070","Bacteria","Cyanobacteriota","Cyanophyceae","Thermostichales","Thermostichaceae","Thermostichus",NA
"155894","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcidiopsidales","Chroococcidiopsidaceae","Chroococcidiopsis",NA
"29562","Bacteria","Mycoplasmatota","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mesomycoplasma",NA
"2151","Bacteria","Mycoplasmatota","Mollicutes","Entomoplasmatales","Entomoplasmataceae","Mesoplasma",NA
"29552","Bacteria","Mycoplasmatota","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Haploplasma",NA
"2735436","Bacteria","Mycoplasmatota","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Mariniplasma",NA
"2098","Bacteria","Mycoplasmatota","","Mycoplasmoidales","Metamycoplasmataceae","Metamycoplasma",NA
"186192","Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae","Marinithermus",NA
"913107","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","Pelolinea",NA
"1986204","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","Brevefilum",NA
"61435","Bacteria","Chloroflexota","Dehalococcoidia","Dehalococcoidales","Dehalococcoidaceae","Dehalococcoides",NA
"454171","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas",NA
"125","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula",NA
"2650471","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Lacipirellula",NA
"1891926","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Fuerstiella",NA
"2527995","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Symmachiella",NA
"120","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctopirus",NA
"119","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Rubinisphaera",NA
"2528007","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Polystyrenella",NA
"1941349","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Sedimentisphaeraceae","Sedimentisphaera",NA
"1936003","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Anaerohalosphaeraceae","Anaerohalosphaera",NA
"2528020","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Poriferisphaera",NA
"2596890","Bacteria","Planctomycetota","Candidatus Uabimicrobiia","Candidatus Uabimicrobiales","Candidatus Uabimicrobiaceae","Candidatus Uabimicrobium",NA
"2576891","Bacteria","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae","Nibricoccus",NA
"2862869","Bacteria","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae","Horticoccus",NA
"395922","Bacteria","Verrucomicrobiota","Opitutae","Puniceicoccales","Puniceicoccaceae","Coraliomargarita",NA
"431057","Bacteria","Verrucomicrobiota","Methylacidiphilae","Methylacidiphilales","Methylacidiphilaceae","Methylacidiphilum",NA
"389348","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Parachlamydiaceae","Candidatus Protochlamydia",NA
"83552","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Parachlamydiaceae","Parachlamydia",NA
"83561","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Simkaniaceae","Simkania",NA
"2697043","Bacteria","Kiritimatiellota","Tichowtungiia","Tichowtungiales","Tichowtungiaceae","Tichowtungia",NA
"1658616","Bacteria","Lentisphaerota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera",NA
"1603606","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Trichloromonadaceae","Deferrimonas",NA
"879","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Megalodesulfovibrio",NA
"191026","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Maridesulfovibrio",NA
"58180","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Oleidesulfovibrio",NA
"873","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfocurvibacter",NA
"897","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfococcaceae","Desulfococcus",NA
"28223","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacula",NA
"2296","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulforapulum",NA
"2810562","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfolunaceae","Desulfoluna",NA
"65555","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsa",NA
"2772557","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfomarina",NA
"316277","Bacteria","Thermodesulfobacteriota","Syntrophia","Syntrophales","Syntrophaceae","Syntrophus",NA
"453230","Bacteria","Thermodesulfobacteriota","Desulfarculia","Desulfarculales","Desulfarculaceae","Desulfarculus",NA
"60893","Bacteria","Thermodesulfobacteriota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae","Desulfobacca",NA
"28198","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Aliarcobacter",NA
"2740404","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Thiovulaceae","Sulfurimonas",NA
"244787","Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nautiliaceae","Nautilia",NA
"28182","Bacteria","Spirochaetota","Spirochaetia","Leptospirales","Leptospiraceae","Leptospira",NA
"1617967","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella",NA
"1473598","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","Bryobacteraceae","Paludibaculum",NA
"349221","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Micavibrio",NA
"453816","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Pseudobdellovibrio",NA
"97084","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Halobacteriovoraceae","Halobacteriovorax",NA
"2421","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho",NA
"412593","Bacteria","Aquificota","Aquificae","Aquificales","","Thermosulfidibacter",NA
"136094","Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis",NA
"940","Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter",NA
"63363","Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Aquifex",NA
"309806","Bacteria","Aquificota","Aquificae","Aquificales","Hydrogenothermaceae","Sulfurihydrogenibium",NA
"423605","Bacteria","Elusimicrobiota","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium",NA
"97477","Bacteria","Synergistota","Synergistia","Synergistales","Acetomicrobiaceae","Acetomicrobium",NA
"118000","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Geovibrionaceae","Denitrovibrio",NA
"35786","Bacteria","Coprothermobacterota","Coprothermobacteria","Coprothermobacterales","Coprothermobacteraceae","Coprothermobacter",NA
"2899133","Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonadia","Candidatus Nanosynbacterales","Candidatus Nanosynbacteraceae","Candidatus Nanosynbacter",NA
"1332188","Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonadia","Candidatus Saccharimonadales","Candidatus Saccharimonadaceae","Candidatus Saccharimonas",NA
"2715735","Bacteria","","","","Candidatus Chazhemtobacteraceae","Candidatus Chazhemtobacterium",NA
"187145","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Caldithrix",NA
"936456","Bacteria","Chrysiogenota","Chrysiogenetes","Chrysiogenales","Chrysiogenaceae","Desulfurispirillum",NA
"2931976","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halorientalis",NA
"2716717","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Haloarcula",NA
"1679096","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halococcoides",NA
"2953749","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halorussus",NA
"2239","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halobacterium",NA
"555573","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Salarchaeum",NA
"413810","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halalkalicoccus",NA
"2934340","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halocatena",NA
"1510225","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halovenus",NA
"1873524","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halodesulfurarchaeum",NA
"2784880","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Natronoarchaeaceae","Natranaeroarchaeum",NA
"2931975","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halosolutus",NA
"348826","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natronorubrum",NA
"44930","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natronobacterium",NA
"13769","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natrialba",NA
"2953753","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Saliphagus",NA
"2055893","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halalkaliarchaeum",NA
"755307","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Salinigranum",NA
"101192","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanomethylovorans",NA
"536044","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanolobus",NA
"2322","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanohalobium",NA
"54120","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanolacinia",NA
"299308","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanofollis",NA
"2315","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoplanus",NA
"301375","Archaea","Euryarchaeota","Methanomicrobia","Methanotrichales","Methanotrichaceae","Methanothrix",NA
"2317","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera",NA
"2180","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanothermaceae","Methanothermus",NA
"2189","Archaea","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae","Methanotorris",NA
"2607662","Archaea","Euryarchaeota","Methanococci","Methanococcales","","Methanofervidicoccus",NA
"113653","Archaea","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Geoglobus",NA
"2874846","Archaea","Euryarchaeota","Candidatus Methanoliparia","Candidatus Methanoliparales","Candidatus Methanoliparaceae","Candidatus Methanoliparum",NA
"1670455","Archaea","Thermoproteota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfodiicoccus",NA
"84599","Archaea","Thermoproteota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Staphylothermus",NA
"683846","Archaea","Thermoproteota","Thermoprotei","Fervidicoccales","Fervidicoccaceae","Fervidicoccus",NA
"164452","Archaea","Thermoproteota","Thermoprotei","Thermoproteales","Thermoproteaceae","Vulcanisaeta",NA
"1582439","Archaea","Nitrososphaerota","","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus",NA
"1898749","Archaea","Nitrososphaerota","","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosomarinus",NA
"1903276","Archaea","Nitrososphaerota","","","","Candidatus Nitrosotalea",NA
"82076","Archaea","Candidatus Thermoplasmatota","Thermoplasmata","Thermoplasmatales","Picrophilaceae","Picrophilus",NA
"390641","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Wenxinia",NA
"33993","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Neorickettsia",NA
"948","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Anaplasma",NA
"2163644","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Candidatus Deianiraeaceae","Candidatus Deianiraea",NA
"2806609","Bacteria","Pseudomonadota","Alphaproteobacteria","Holosporales","Holosporaceae","Candidatus Gromoviella",NA
"993689","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Metallibacterium",NA
