ID	Species	AST-based group	WGS - AMR markers
S60	Klebsiella pneumoniae	CP CRE	AAC(3)-IV, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(4)-Ia, argR, ArnT, BaeR, BaeS, BasS, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, cusR, cycA, DfrA15, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, ptxD, QacL, QnrS7, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, Sul1, Sul3, tesA, Tet(A), tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S61	Klebsiella pneumoniae	CP CRE	AAC(3)-IV, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(4)-Ia, argR, ArnT, BaeR, BaeS, BasS, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, ptxD, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S62	Klebsiella pneumoniae	CP CRE	AAC(3)-IV, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(4)-Ia, argR, ArnT, BaeR, BaeS, BasS, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, ptxD, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S63	Klebsiella pneumoniae	CP CRE	AAC(6')-30_AAC(6')-Ib'fusionprotein, AAC(6')-Ib-Suzhou, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, PmrE, ptxD, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-12, SilA, SilB, SilC, srpC, TEM-1, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S64	Klebsiella pneumoniae	CP CRE	AAC(6')-30_AAC(6')-Ib'fusionprotein, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, BasS, ClbA, ClbB, ClbC, clbD, clbE, clbF, clbG, clbH, clbI, clbJ, clbK, clbL, clbM, clbN, clbO, clbP, clbQ, clbS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-9, parC, PatA, PmrE, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-12, SilA, SilB, SilC, Sul2, TEM-1, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S65	Klebsiella pneumoniae	CP CRE	AAC(6')-30_AAC(6')-Ib'fusionprotein, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, BasS, ClbA, ClbB, ClbC, clbD, clbE, clbF, clbG, clbH, clbI, clbJ, clbL, clbM, clbN, clbO, clbP, clbQ, clbS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-9, parC, PatA, PmrE, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, Sul2, TEM-1, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S66	Klebsiella pneumoniae	CP CRE	AAC(6')-30_AAC(6')-Ib'fusionprotein, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, BasS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-9, parC, PatA, PmrE, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, srpC, Sul2, TEM-1, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S67	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, BaeS, bamB, BasS, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, PmrE, QacL, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S68	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, APH(3')-Ia, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-9, parC, PatA, PmrE, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, srpC, Sul1, TEM-1, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S69	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, APH(3')-Ia, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-9, parC, PatA, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-40, SilA, SilB, SilC, srpC, Sul1, TEM-1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S70	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, APH(3')-Ia, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-9, parC, PatA, PmrE, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, srpC, Sul1, TEML-100, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S71	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, APH(3')-Ia, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-9, parC, PatA, PmrE, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, srpC, Sul1, TEML-100, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S72	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, LEN-6, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-12, SilA, SilB, SilC, srpC, Sul1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S73	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, KPC-3, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB32, parC, parE, PatA, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, SilA, SilB, SilC, srpC, Sul1, TEM-1, tesA, tssF, ugd, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S74	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, BasS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, LEN-6, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, PmrE, ptxD, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, SilA, SilB, SilC, srpC, Sul1, TEM-1, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S75	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib10, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3')-VI, argR, ArnT, Arr-2, BaeR, BaeS, bamB, BasS, BRP(MBL), CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, NDM-1, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB25, OXA-1, OXA-9, parC, PatA, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, Sul1, TEM-1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S76	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib10, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3')-VI, argR, ArnT, Arr-3, BaeR, BaeS, bamB, BasS, BRP(MBL), clpV-tssH, CmlA5, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA5, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EreA, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkH, mrkI, mrkJ, MsbA, mtfA, NDM-1, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB25, OXA-9, parC, PatA, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, Sul1, TEM-1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S77	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib10, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, bamB, BasS, clpV-tssH, CpxA, CRP, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB25, OXA-9, parC, PatA, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, TEM-1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S78	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib10, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, PmrE, ptxD, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-12, SilA, SilB, SilC, srpC, TEM-1, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
